name,address,type,opened,closed,borough,date_approx
Washington Square Park,"Washington Square, New York, NY 10012",cruising,1890,1970,Manhattan,yes
Pompier Restaurant,"82 W 3rd St, New York, NY 10012",restaurant,1960,1967,Manhattan,no
Claret Baths,"1415 Riegelmann Boardwalk, Brooklyn, NY 11224",baths,1960,1970,Brooklyn ,yes
Bon Soir,"40 W 8th St, New York, NY 10011",club,1950,1970,Manhattan,yes
Corduroy Club,"240 W 38th St, New York, NY 10018",porn-theatre/cruising,1967,1971,Manhattan,no
Seventeen Barrow Street,"17 Barrow St, New York, NY 10014",bar,1968,1971,Manhattan,yes
P.M.,"204 E 18th St, Brooklyn, NY 11226",bar,1968,1971,Manhattan,yes
The Snake Pit,"215 W 10th St, New York, NY 10014",bar,1970,1971,Manhattan,yes
Pauline's Interlude,"2267 7th Ave, New York, NY 10027",bar,1968,1971,Manhattan,yes
Moroccan Village,"23 W 8th St, New York, NY 10011",bar/club,1968,1971,Manhattan,yes
Bali Club,"234 W 50th St, New York, NY 10019",bar/club,1968,1971,Manhattan,yes
The Nautilus,"267-269 W 23rd St, New York, NY 10011",bar/restaurant,1968,1971,Manhattan,yes
The Gold Rail,"2850 Broadway, New York, NY 10025",bar,1968,1971,Manhattan,yes
Steve Carney's,"2nd Ave & E 80th St, New York, NY 10075",bar,1968,1971,Manhattan,yes
The Bridge,"335 E 58th St, New York, NY 10022",bar ,1968,1971,Manhattan,yes
L'Intrigue,"35 W 56th St, New York, NY 10019",bar,1968,1971,Manhattan,yes
Red Swing,"57 Lexington Ave, New York, NY 10016",bar,1968,1971,Manhattan,yes
Plaza Hotel Men's Bar,"5th Ave & Central Park S, New York, NY 10019",bar,1968,1971,Manhattan,yes
Washington Square,"675 Broadway, New York, NY 10012",bar,1968,1971,Manhattan,yes
Gantry,"6th Ave & W 13th St, New York, NY 10011",bar,1968,1971,Manhattan,yes
Pam-Pam,"95 7th Ave, New York, NY 10011",bar,1968,1971,Manhattan,yes
Four Seasons,"99 E 52nd St, New York, NY 10022",bar,1968,1971,Manhattan,yes
Two Turtles,"E 27th St & Park Ave S, New York, NY 10010",bar,1968,1971,Manhattan,yes
Sea Colony,"Horatio St & 8th Ave, New York, NY 10014",bar,1968,1971,Manhattan,yes
Faller's Bar,"West St & Christopher St, New York, NY 10014",bar,1968,1971,Manhattan,yes
Charade Club,"2nd Ave & E 93rd St, New York, NY 10128",club,1968,1971,Manhattan,yes
Crazy Horse,"149 Bleecker St, New York, NY 10012",club,1968,1971,Manhattan,yes
Sutton East,"330 E 56th St, New York, NY 10022",hotel,1968,1971,Manhattan,yes
The Planetarium,"181 2nd Ave, New York, NY 10003",club,1970,1971,Manhattan,yes
The Year 2000,"318 W 49th St, New York, NY 10019",club,1970,1971,Manhattan,yes
Zodiac Uptown,"1487 1st Ave, New York, NY 10075",club,1970,1971,Manhattan,yes
Tenth of Always,"82 W 3rd St, New York, NY 10012",juice-bar,1968,1972,Manhattan,no
Luigi II,"104 W 13th St, New York, NY 10011",restaurant,1971,1972,Manhattan,yes
Lion's,"105 W 13th St, New York, NY 10011",bar,1971,1972,Manhattan,yes
The Turn-Over,"105 W 13th St, New York, NY 10011",bar,1971,1972,Manhattan,yes
Charlie's Also,"1154 1st Ave, New York, NY 10065",bar,1971,1972,Manhattan,yes
GoldDiggers,"1234 2nd Ave, New York, NY 10065",bar,1971,1972,Manhattan,yes
Circus Lounge,"1369 Flatbush Ave, Brooklyn, NY 11210",restaurant,1971,1972,Manhattan,yes
Outcast,"1382 2nd Ave, New York, NY 10021",bar,1971,1972,Manhattan,yes
The Striped Shirt,"1393 2nd Ave, New York, NY 10021",restaurant,1971,1972,Manhattan,yes
New Danny's St Sheridan SG,"140 Sheridan Square, New York, NY 10014",bar/club,1971,1972,Manhattan,yes
Fiddle Stix,"1487 1st Ave, New York, NY 10075",bar,1971,1972,Manhattan,yes
Kookie's,"149 West 14th St, New York, NY 10011",bar,1968,1972,Manhattan,yes
Hot Line,"1544 12th Ave, New York, NY 10036",restaurant,1971,1972,Manhattan,yes
Alibi,"1544 2nd Ave, New York, NY 10028",bar,1971,1972,Manhattan,yes
Male Box,"1716 2nd Avenue, New York, NY 10128",restaurant,1971,1972,Manhattan,yes
Squires: Nook,"18 E 13th St, New York, NY 10003",bar,1971,1972,Manhattan,yes
Sugar's,"183 W 10th St, New York, NY 10014",bar,1972,1972,Manhattan,yes
Monte Casino,"185 Montague St Brooklyn, NY 11201",bar,1971,1972,Brooklyn,yes
Howie's Hide-A-Way,"185 W 10th St, New York, NY 10014",bar,1971,1972,Manhattan,yes
Penny Lane,"220 W 49th St, New York, NY 10019",bar,1971,1972,Manhattan,yes
Sombrero,"253-32 Northern Blvd Flushing, NY 11362",bar,1971,1972,Queens,yes
Al Buon Gusto,"257 Columbus Ave, New York, NY 10023",restaurant,1971,1972,Manhattan,yes
Milano's Lounge,"267 Amsterdam Ave, New York, NY 10023",bar,1968,1972,Manhattan,yes
Mona's Royal Roost,"28 Cornelia St, New York, NY 10014",bar,1971,1972,Manhattan,yes
12th Night,"281 W 12th St, New York, NY 10014",bar,1971,1972,Manhattan,yes
Fireside,"30-5 Astoria Blvd Astoria, NY 11102",bar,1971,1972,Queens,yes
Stage 45,"305 W 45th St, New York, NY 10036",bar,1968,1972,Manhattan,yes
Sugarman,"350 E 81st St, New York, NY 10028",bar,1971,1972,Manhattan,yes
Three Jolly Pigeons,"37-21 Greenpoint Ave Queens, NY 11101",bar,1971,1972,Queens,yes
Sanctuary,"407 West 43rd St, New York, NY 10036",bar,1971,1972,Manhattan,yes
Meat Rack,"500 W 14th St, New York, NY 10014",bar,1971,1972,Manhattan,yes
The Wine Cellar,"531 Hudson St, New York, NY 10014",bar,1971,1972,Manhattan,yes
Loading Zone,"568 9th Ave, New York, NY 10036",bar,1971,1972,Manhattan,yes
Leo's Lion,"57 Lexington Ave, New York, NY 10016",bar,1971,1972,Manhattan,yes
Siro's,"58 E 53rd St, New York, NY 10022",bar,1971,1972,Manhattan,yes
Fountain Blue,"69-05 Queens Blvd Woodside, NY 11377",bar,1971,1972,Queens,yes
Sammy's Folly,"73 5th Ave, New York, NY 10003",bar,1971,1972,Manhattan,yes
Golden Note,"74-24 37th Ave, Jackson Heights, NY 11372",bar,1971,1972,Queens ,yes
Gas Station,"80 Grove St, New York, NY 10014",bar,1971,1972,Manhattan,yes
Gold Bug,"83 W 3rd St, New York, NY 10012",bar/disco,1971,1972,Manhattan,yes
El Mirador,"899 1st Ave, New York, NY 10022",restaurant,1971,1972,Manhattan,yes
Beaded Bag,"951 1st Ave, New York, NY 10022",restaurant,1971,1972,Manhattan,yes
Shaft,"181 2nd Ave, New York, NY 10003",juice-bar,1971,1972,Manhattan,yes
The Jungle,"303 E 60th St, New York, NY 10022",juice-bar,1971,1972,Manhattan,yes
The Zoo,"303 E 60th St, New York, NY 10022",juice-bar,1971,1972,Manhattan,yes
Taggariss House,"108 E 41st St, New York, NY 10168",bar,1972,1973,Manhattan,yes
John's Joynt,"1154 1st Ave., New York, NY 10065",bar,1972,1973,Manhattan,yes
Piper's Lounge,"1201 Lexington Ave, New York, NY 10028",bar,1972,1973,Manhattan,yes
Kooky's,"149 W 14th St, New York, NY 10011",bar,1965,1973,Manhattan,yes
Roundtable,"151 E 50th St, New York, NY 10022",disco,1971,1973,Manhattan,yes
Van Rensselaser Hotel,"17 E 11th St, New York, NY 10003",hotel,1912,1973,Manhattan,yes
Pelican Club,"200 W 70th St, New York, NY 10023",bar,1972,1973,Manhattan,yes
My Sister's Place,"2056 Broadway, New York, NY 10023",bar,1972,1973,Manhattan,yes
Westsider Bar,"2160 Broadway, New York, NY 10023",bar,1972,1973,Manhattan,yes
Chez Bippy,"2207 Boller Ave, Bronx, NY 10475",bar,1972,1973,Bronx,yes
The Barn,"232 Park Ave S, New York, NY 10003",bar,1972,1973,Manhattan,yes
Judy's,"255 West 43rd St, New York, NY 10036",bar,1972,1973,Manhattan,yes
Shadows,"255 West 43rd St, New York, NY 10036",bar,1972,1973,Manhattan,yes
Something Special,"262 W 46th St, New York, NY 10036",bar,1972,1973,Manhattan,yes
Fudge Factory,"308 E 59th St, New York, NY 10022",disco,1972,1973,Manhattan,yes
Godmother,"309 E 60th St, New York, NY 10022",bar,1972,1973,Manhattan,yes
Three,"314 E 72nd St, New York, NY 10021",bar,1971,1973,Manhattan,yes
The Ginza,"40 E 58th St, New York, NY 10022",bar,1972,1973,Manhattan,yes
Finale,"48 Barrow St, New York, NY 10014",bar,1972,1973,Manhattan,yes
Frizby's,"531 Hudson St, New York, NY 10014",bar,1972,1973,Manhattan,yes
Trysting Place,"120-31 83rd Ave, Kew Gardens, NY 11415",club,1971,1973,Queens ,yes
David Manscuso Residence/The Loft,"645-547 Broadway, New York, NY 10012",club,1970,1974,Manhattan,no
Fire House,"99 Wooster St, New York, NY 10012",activist-dances,1971,1974,Manhattan,no
When We Win,"1 Sheridan Square, New York, NY 10014",restaurant,1973,1974,Manhattan,yes
Gypsy's,"1065 1st Ave., New York, NY 10022",bar,1973,1974,Manhattan,yes
Sebastian's,"1068 1st Ave., New York, NY 10022",bar/restaurant,1972,1974,Manhattan,yes
Walter's Apartment,"1068 2nd Ave, New York, NY 10022",bar,1972,1974,Manhattan,yes
Troubador,"1078 1st Ave, New York, NY 10022",restaurant,1971,1974,Manhattan,yes
Jack of Diamonds,"1085 2nd Ave, New York, NY 10022",bar,1973,1974,Manhattan,yes
Le Joint,"120 W 51st St, New York, NY 10019",bar,1973,1974,Manhattan,yes
Country Cousin,"1313 3rd Ave, New York, NY 10021",bar/restaurant,1971,1974,Manhattan,yes
The Cabaret,"1436 3rd Ave, New York, NY 10028",bar,1970,1974,Manhattan,yes
The Forest,"1436 3rd Ave, New York, NY 10028",restaurant,1973,1974,Manhattan,yes
NY Motorbike Club,"149 W 21st St, New York, NY 10011",private-club,1968,1974,Manhattan,yes
The New Gallery (in Van Rensselaer Hotel),"15 E 11th St, New York, NY 10003",private-club,1968,1974,Manhattan,yes
Bull in the Bush,"1638 2nd Ave, New York, NY 10028",bar,1973,1974,Manhattan,yes
Lodge East,"1683 1st Ave, New York, NY 10128",bar,1973,1974,Manhattan,yes
Suana baths & Health Club,"18 W 58th St, New York, NY 10019",baths,1968,1974,Manhattan,yes
Seesaw,"185 W 10th St, New York, NY 10014",bar,1973,1974,Manhattan,yes
Speakeasy,"2160 Broadway, New York, NY 10023",bar,1973,1974,Manhattan,yes
Serendipity General Store,"225 E 60th St, New York, NY 10022",restaurant/cafe,1968,1974,Manhattan,yes
Top of the Pits,"230 W 74th St, New York, NY 10023",bar,1973,1974,Manhattan,yes
Summer Stock,"232 Park Ave S, New York, NY 10003",bar,1973,1974,Manhattan,yes
Cave,"24 E 22nd St, New York, NY 10010",bar,1972,1974,Manhattan,yes
Regent of Tokyo,"251 W 53rd St, New York, NY 10019",bar,1971,1974,Manhattan,yes
Mystique East,"256 E 49th St, New York, NY 10022",private-club,1968,1974,Manhattan,yes
Mothers,"267 W 23rd St, New York, NY 10011",bar,1971,1974,Manhattan,yes
The Great Society,"2nd Ave & E 14th St, New York, NY 10003",private-club,1968,1974,Manhattan,yes
The Lib,"305 E 45th St, New York, NY 10017",bar,1972,1974,Manhattan,yes
Candlelight Lounge,"309 Amsterdam Ave, New York, NY 10023",bar,1968,1974,Manhattan,yes
Paisleys,"320 E 79th St, New York, NY 10075",bar,1973,1974,Manhattan,yes
Ronnie's Supper Club,"324 E 49th St, New York, NY 10022",restaurant,1973,1974,Manhattan,yes
Two Penny Club,"36 E 30th St, New York, NY 10016",private-club,1968,1974,Manhattan,yes
Huey's on Hudson,"432 Hudson St, New York, NY 10014",bar,1973,1974,Manhattan,yes
Candy Store,"44 W 56th St, New York, NY 10019",disco,1971,1974,Manhattan,yes
Gianni's,"53 W 19th St, New York, NY 10011",bar,1971,1974,Manhattan,yes
Jonnathans,"547 2nd Ave, New York, NY 10016",bar,1973,1974,Manhattan,yes
Beat Goes East,"601 Morris Park Ave, Bronx, NY 10460",bar,1973,1974,Bronx,yes
Omnibus,"69 W 10th St, New York, NY 10011",coffee-shop,1968,1974,Manhattan,yes
Dutchess Inn,"70 Grove St, New York, NY 10014",bar,1973,1974,Manhattan,yes
El Baron Club,"74-02 Eliot Ave, Flushing, NY 11379",private-club,1968,1974,Queens,yes
Tradition,"82 83rd St Brooklyn, NY 11209",bar,1973,1974,Brooklyn,yes
Top Banana,"858 9th Ave, New York, NY 10019",bar,1973,1974,Manhattan,yes
Manhattan Towers,"Broadway & W 76th St, New York, NY 10024",hotel,1935,1974,Manhattan,yes
Table Top Club,"E 93rd St & 3rd Ave, New York, NY 10128",private-club,1968,1974,Manhattan,yes
The Den,"Greenwich St & W 12th St, New York, NY 10014",private-club,1968,1974,Manhattan,yes
The Camp,"W 69th St & Columbus Ave, New York, NY 10023",bar,1968,1974,Manhattan,yes
The Laundry Chute,"W 74th St & Amsterdam Ave, New York, NY 10023",coffee-shop,1968,1974,Manhattan,yes
Piccadilly Pub,"324 Amsterdam Ave, New York, NY 10023",club,1971,1974,Manhattan,yes
Hollywood!,"128 W 45th St, New York, NY 10036",bar,1973,1975,Manhattan,yes
Angora Bar,"129 8th Ave, New York, NY 10011",bar,1974,1975,Manhattan,yes
Rocco's,"139 E 34th St, New York, NY 10016",bar,1974,1975,Manhattan,yes
Yukon Bar,"140 E 53rd St, New York, NY 10022",bar,1968,1975,Manhattan,yes
Beths,"1623 2nd Ave, New York, NY 10028",restaurant,1974,1975,Manhattan,yes
Dazzels,"180 Columbus Ave, New York, NY 10023",restaurant,1974,1975,Manhattan,yes
Piano Bar,"180 Montague St Brooklyn, NY 11201",bar,1971,1975,Brooklyn ,yes
Fabric Factory,"200 W 40th St, New York, NY 10018",bar ,1974,1975,Manhattan,yes
Yellow Brick Road,"228 W 10th St, New York, NY 10014",restaurant,1974,1975,Manhattan,yes
Huddle,"232 8th Ave, New York, NY 10011",bar,1974,1975,Manhattan,yes
Ginger Bread,"232 Park Ave S, New York, NY 10003",bar,1974,1975,Manhattan,yes
The Ice Cream Connection,"24 St Marks Pl, New York, NY 10003",restaurant,1974,1975,Manhattan,yes
Dirty Edna's,"264 W 46th St, New York, NY 10036",bar,1971,1975,Manhattan,yes
Big Spender,"315 W 48th St, New York, NY 10019",bar,1968,1975,Manhattan,yes
Sound Machine,"330 E. 56th St, New York, NY 10022",bar,1974,1975,Manhattan,yes
Brothers And Sisters,"355 W 46th St, New York, NY 10036",bar,1972,1975,Manhattan,yes
Mr. Spats,"505 W. 23rd St, New York, NY 10011",bar,1974,1975,Manhattan,yes
Roadhouse,"570 Hudson St, New York, NY 10014",bar,1972,1975,Manhattan,yes
The Copabanana,"59 Lexington Ave, New York, NY 10016",bar,1973,1975,Manhattan,yes
The Alley,"63-02 Roosevelt Ave Flushing, NY 11377",bar,1972,1975,Queens,yes
Trude Heller's,"6th Ave & W 9th St, New York, NY 10011",bar,1968,1975,Manhattan,yes
What A Dump,"76-07 Roosevelt Ave Jackson Heights, NY 11372",bar,1972,1975,Queens,yes
Gracie's Mansion,"80 Clark Street Brooklyn, NY 11201",bar,1972,1975,Brooklyn,yes
Outside Inn,"82-20 Baxter Ave Elmhurst, NY 11373",bar,1974,1975,Brooklyn,yes
Come On,"8813 Foster Ave Brooklyn, NY 11236",bar,1974,1975,Brooklyn,yes
Mayfair,"964 1st Ave, New York, NY 10022",bar/restaurant,1971,1975,Manhattan,yes
New Atlantis,"Stillwell Ave, Brooklyn, NY 11214",bar/club,1973,1975,Brooklyn ,yes
Scott Hotel,"132 W 45th St, New York, NY 10036",hotel,1968,1975,Manhattan,yes
Trojan's Den,"162 W 34th St, New York, NY 10001",massage,1973,1975,Manhattan,yes
Buddy-Buddy Club,"1400 Clove Rd, Staten Island, NY 10301",bar/restaurant,1965,1976,Staten Island,no
Continental Baths at the Ansonia Hotel,"230 W 74th St, New York, NY 10023",baths,1968,1976,Manhattan,no
Le Jardin,"110 West 43rd St, New York, NY 10036",disco,1973,1976,Manhattan,yes
Continental Sauna,"111 W 56th St, New York, NY 10019",baths,1973,1976,Manhattan,yes
Mother Courage,"343 W 11th St, New York, NY 10014",restaurant,1972,1977,Manhattan,no
Gilded Grape,"719 8th Ave, New York, NY 10036",restaurant,1970,1977,Manhattan,yes
Elgin Theater,"176 8th Ave, New York, NY 10011",cruising-at-movies,1942,1978,Manhattan,no
Hotel St. George,"51 Clark St, Brooklyn, NY 11201",hotel,1920,1978,Brooklyn,no
New Saint Marks,"6 St Marks Pl, New York, NY 10003",baths,1913,1978,Manhattan,no
Eighty-two Club,"82 E 4th St, New York, NY 10003",club,1953,1978,Manhattan,no
Ron Alter Designs,"167 8th Ave, New York, NY 10011",sex-shop,1970,1978,Manhattan,yes
Apollo,"223 W 42nd St, New York, NY 10036",theatre,1920,1978,Manhattan,yes
Jorge Menendez,"444 Central Park W, New York, NY 10025",sex-shop,1970,1978,Manhattan,yes
Starship Discovery I,"350 W 42nd St, New York, NY 10036",private-disco/cabaret,1977,1978,Manhattan,yes
Mayfair Bar & Grill,"3 Hyatt St, Staten Island, NY 10301",bar/restaurant,1952,1979,Staten Island,no
Infinity,"653 Broadway, New York, NY 10012",disco,1975,1979,Manhattan,no
Tor ,"21 Greenwich Ave, New York, NY 10014",restaurant,1975,1979,Manhattan,yes
Black Jack Books,"210 W 42nd St, New York, NY 10036",bookstore,1970,1979,Manhattan,yes
Hungry Hildas,"709 8th Ave, New York, NY 10036",restaurant,1970,1979,Manhattan,yes
Cherry Grove East,"200 E 14th St, New York, NY 10003",massage,1973,1979,Manhattan,yes
Joe Allen's,"352 W 46th St, New York, NY 10036",bar,1973,1979,Manhattan,yes
Ramrod,"394-395 West St, New York, NY 10014",bar,1973,1980,Manhattan,no
Twelve West,"491 West St, New York, NY 10014",juice-bar/disco,1975,1980,Manhattan,no
Flamingo   ,"599 Broadway, New York, NY 10012",juice-bar/disco,1974,1980,Manhattan,no
Uno's Café,"1051 Allerton Ave. Bronx, NY 10469",bar,1974,1980,Bronx,yes
G.G. Knickerbocker,"128 W 45th St, New York, NY 10036",bar/club,1979,1980,Manhattan,yes
Harry's Back East,"1422 3rd Ave, New York, NY 10028",bar,1968,1980,Manhattan,yes
Painted Pony,"1485 3rd Ave, New York, NY 10028",bar,1971,1980,Manhattan,yes
Legend Gallery,"152 7th Ave S, New York, NY 10014",sex-shop,1970,1980,Manhattan,yes
Half Breed,"168 Amsterdam Ave, New York, NY 10023",bar,1979,1980,Manhattan,yes
Ansonia Books,"170 W 74th St, New York, NY 10023",bookstore,1970,1980,Manhattan,yes
Studio Book Store,"178 Christopher St, New York, NY 10014",bookstore,1970,1980,Manhattan,yes
Marquis de Suede,"20 W 22nd St, New York, NY 10010",sex-shop,1970,1980,Manhattan,yes
Carr's,"204 W 10th St, New York, NY 10014",bar,1966,1980,Manhattan,yes
Numbers,"2057 Broadway, New York, NY 10023",bar,1979,1980,Manhattan,yes
Ramrod Theatre,"210 W 49th St, New York, NY 10019",cinema,1975,1980,Manhattan,yes
Grand Finale,"210 W 70th St, New York, NY 10023",restaurant,1973,1980,Manhattan,yes
Flamingo East,"219 2nd Ave, New York, NY 10003",bar/club,1979,1980,Manhattan,yes
Bushes,"23 W 73rd St, New York, NY 10023",restaurant/cabaret,1973,1980,Manhattan,yes
Follies,"232 W 48th St, New York, NY 10036",bar,1979,1980,Manhattan,yes
Fedora's,"239 West 4th Street, New York, NY 10014",bar,1972,1980,Manhattan,yes
M.C.C.,"26 9th Ave, New York, NY 10014",bar,1979,1980,Manhattan,yes
Den,"264 W 43rd St, New York, NY 10036",bar,1971,1980,Manhattan,yes
Stallion,"277 Bleecker St, New York, NY 10014",bar,1979,1980,Manhattan,yes
Cell Block,"372 W 11th St, New York, NY 10014",bar,1972,1980,Manhattan,yes
Silouette,"53 W 19th St, New York, NY 10011",bar,1979,1980,Manhattan,yes
Ronnie's Thing,"56 E Mt Eden Ave, Bronx, NY 10452",bar,1979,1980,Bronx,yes
Betsy Ross,"73-13 37th Ave, Jackson Heights, NY 11372",bar ,1972,1980,Queens ,yes
Neptune's Pub,"730 8th Ave, New York, NY 10036",bar/restaurant,1979,1980,Manhattan,yes
Star Wars Disco,"79-24 Cypress Ave, Flushing, NY 11385",disco,1979,1980,Queens,yes
55th Street Playhouse,"7th Ave & W 55th St, New York, NY 10105",cinema,1927,1980,Manhattan,yes
Nite Life,"85 Washington Pl, New York, NY 10011",bar,1973,1980,Manhattan,yes
Jewel Theatre,"100 3rd Ave, New York, NY 10003",cinema,1973,1980,Manhattan,yes
King's All Male Theatre,"236 W. 50th Street, New York, NY 10019",cinema,1975,1980,Manhattan,yes
Resurrection,"316 W 49th St, New York, NY 10019",disco,1978,1980,Manhattan,yes
Mini,"727 7th Ave, New York, NY 10019",cinema,1975,1980,Manhattan,yes
Plaza Theatre,"314 Flatbush Ave Brooklyn, NY 11217",porn-theatre/cruising,1979,1980,Brooklyn,yes
Eagle Leathers,"P.O. Box 441 Canal Street Station, New York, NY. 10013",leather-mail-order,1973,1980,Manhattan,yes
Priapus Books & Films,"111 E 12th St, New York, NY 10003",book/sex-shop,1975,1980,Manhattan,yes
Scotland Yard,"146 West 4th Street, New York, NY 10012",private-club,1978,1980,Manhattan,yes
The Fair,"Astoria Blvd & 90th St Queens, NY 11369",cinema,1979,1980,Queens,yes
The Spartan,"220 E 59th St, New York, NY 10022",cinema,1979,1980,Manhattan,yes
Village Variety,"3 Horatio St, New York, NY 10014",book/sex-shop,1975,1980,Manhattan,yes
Arch,"616 39th Ave Woodside, NY 11377",bar/club,1979,1980,Queens ,yes
Reno Sweeney,"126 W 13th St, New York, NY 10011",restaurant,1972,1981,Manhattan,no
"New York, New York","33 E 52nd St, New York, NY 10022",disco,1977,1981,Manhattan,no
Hurrah,"36 W 62nd St, New York, NY 10023",disco,1976,1981,Manhattan,no
Bonnie & Clyde's,"82 W 3rd St, New York, NY 10012",bar,1972,1981,Manhattan,no
Sahara,"1234 2nd Ave, New York, NY 10065",disco,1979,1981,Manhattan,yes
Barnum Room ,"128 W 45th St, New York, NY 10036",disco ,1979,1981,Manhattan,yes
Arck Lane,"130-02 Atlantic Ave, South Richmond Hill, NY 11419",bar,1979,1981,Queens ,yes
Big Top Theatre,"1604 Broadway, New York, NY 10019",disco,1979,1981,Manhattan,yes
The Cock Ring,"189 Christopher St, New York, NY 10014",disco ,1979,1981,Manhattan,yes
El Horoscope,"1969 Jerome Ave, Bronx, NY 10453",disco,1979,1981,Bronx,yes
Fiddlesticks,"205 Cypress Ave, Ridgewood, NY 11385",restaurant,1979,1981,Queens ,yes
Backyard,"243 E 53rd St, New York, NY 10022",bar,1979,1981,Manhattan,yes
Charlie & Kelly's,"259 West 4th Street, New York, NY 10014",restaurant,1974,1981,Manhattan,yes
Paradise  ,"35 W 43rd St, New York, NY 10036",disco,1979,1981,Manhattan,yes
Dapper & Friends,"350 E 81st St, New York, NY 10028",disco,1979,1981,Manhattan,yes
Bike Stop East,"381 3rd Ave, New York, NY 10016",bar,1979,1981,Manhattan,yes
Inferno,"5 W 19th St, New York, NY 10011",disco,1979,1981,Manhattan,yes
Apartment,"508 Willis Ave, Bronx, NY 10455",disco,1979,1981,Bronx,yes
Chez Stadium,"56 Greenwich Ave, New York, NY 10011",restaurant,1978,1981,Manhattan,yes
Mr. Dreams,"63-12 Broadway, Woodside, NY 11377",disco,1979,1981,Queens ,yes
Stud (International),"731 Greenwich St, New York, NY 10014",bar/backroom,1969,1981,Manhattan,yes
Cozy Cabin,"92-03 Astoria Blvd, Flushing, NY 11369",disco,1979,1981,Queens ,yes
