name,address,type,opened,closed,borough,date_approx
Grove Café,"70 Grove St, New York, NY 10014",juice-bar,1984,1989,Manhattan,yes
Pandora Books,"88 Court St, Brooklyn, NY 11201",bookstore,1970,1989,Brooklyn,yes
Cubby hole,"281 W 12th St, New York, NY 10014",bar,1983,1990,Manhattan,no
Brooklyn Heights Promenade,"5-1 Remsen St, Brooklyn, NY 11201",cruising,1952,1990,Brooklyn,no
Adonis Cinema,"8th Ave & W 50th St, New York, NY 10019",cinema,1975,1990,Manhattan,no
Variety Theater,"111 3rd Ave, New York, NY 10003",cruising-at-movies,1960,1990,Manhattan,yes
Park Miller Theater,"151 W 42nd St, New York, NY 10036",cruising-at-movies,1960,1990,Manhattan,yes
Regency East,"204 E 58th St, New York, NY 10022",bar,1980,1990,Manhattan,yes
The Kings,"236 W 50th St, New York, NY 10019",cruising-at-movies,1960,1990,Manhattan,yes
Thalia,"2541 Broadway, New York, NY 10025",cruising-at-movies,1960,1990,Manhattan,yes
Riverside,"2568 Broadway, New York, NY 10025",cruising-at-movies,1960,1990,Manhattan,yes
Rendezvous Book Store,"38 W 28th St, New York, NY 10001",bookstore,1980,1990,Manhattan,yes
Jaybird Books,"408 Jay St, Brooklyn, NY 11201",bookstore,1980,1990,Brooklyn,yes
Tomcat Theater,"424 W 42nd St, New York, NY 10036",cruising-at-movies,1960,1990,Manhattan,yes
Dutchess II,"70 Grove St, New York, NY 10014",bar,1989,1990,Manhattan,yes
"117 Christopher Video, Inc.","117 Christopher St, New York, NY 10014",erotica,1986,1990,Manhattan,yes
Amandia House,"722 St Nicholas Ave, New York, NY 10031",hotel,1986,1990,Manhattan,yes
Ann Street Adult Entertainment Center,"21 Ann St, New York, NY 10038",erotica,1986,1990,Manhattan,yes
Come Again,"353 E 53rd St, New York, NY 10022",erotica,1986,1990,Manhattan,yes
Courageous Books,"250 W 42nd St, New York, NY 10036",erotica,1986,1990,Manhattan,yes
Eve's Garden,"119 W 57th St, New York, NY 10019",erotica,1986,1990,Manhattan,yes
Flushing Adult Books & Video (2nd floor),"36-39 Main St Flushing, NY 11354",erotica,1986,1990,Queens,yes
G & A Books Inc,"251 W 42nd St, New York, NY 10036",erotica,1986,1990,Manhattan,yes
G&D Merchandise,"113 W 42nd St, New York, NY 10036",erotica,1986,1990,Manhattan,yes
Gaiety Male Burlesk,"201 W 46th St, New York, NY 10036",erotica,1975,1990,Manhattan,yes
Gay Treasures,"546 Hudson St, New York, NY 10014",erotica,1986,1990,Manhattan,yes
Gents,"360 W 42nd St, New York, NY 10036",private-club,1986,1990,Manhattan,yes
Harmony Video,"139 Christopher St, New York, NY 10014",erotica,1986,1990,Manhattan,yes
International Film & Video,"453 W 47th St, New York, NY 10036",erotica,1986,1990,Manhattan,yes
New World Video,"201 E 14th St, New York, NY 10003",erotica,1986,1990,Manhattan,yes
Pink Pussycat Boutique,"161 West 4th Street, New York, NY 10014",erotica,1986,1990,Manhattan,yes
Ricky's Place (downstairs),"210 W 42nd St, New York, NY 10036",erotica,1986,1990,Manhattan,yes
Seaport Bed & Breakfast,"27 Peck Slip, New York, NY 10038",hotel,1986,1990,Manhattan,yes
Sentry Uniform Cap,"106 New Lots Ave Brooklyn, NY 11212",erotica,1986,1990,Brooklyn,yes
Show Palace/ SLR Merchandising,"672 8th Ave, New York, NY 10036",erotica,1986,1990,Manhattan,yes
Two-Fifty Book Center,"250 W 42nd St, New York, NY 10036",erotica,1986,1990,Manhattan,yes
World of Video,"178 7th Ave S, New York, NY 10014",erotica,1986,1990,Manhattan,yes
Xtasy Down Under Male Emporium,"691 8th Ave, New York, NY 10036",erotica,1986,1990,Manhattan,yes
Su-Su's Yum Yum,"60 Henry St Brooklyn, NY 11201",bar/restaurant,1986,1990,Brooklyn,yes
Broadway Arms,"218 W 49th St, New York, NY 10019",baths,1967,1991,Manhattan,no
Park Villa II/On Stage,"70 Beach St, Staten Island, NY 10304",club,1979,1991,Staten Island,no
Grove Club,"70 Grove St, New York, NY 10014",bar,1990,1991,Manhattan,no
Kauffman Saddlery Co,"139 E 24th St, New York, NY 10010",sex-shop,1875,1991,Manhattan,yes
Kelly's Village West,"46 Bedford St, New York, NY 10014",cabaret,1974,1991,Manhattan,yes
Pandora's Box,"70 Grove St, New York, NY 10014",bar,1992,1992,Manhattan,no
Chelsea Transfer,"131 8th Ave, New York, NY 10011",bar,1987,1992,Manhattan,yes
Lyric,"213 West 42nd Street, New York, NY 10036",theatre,1903,1992,Manhattan,yes
Bike Stop West,"230 W 75th St, New York, NY 10023",bar,1973,1992,Manhattan,yes
Barbary Coast,"64 7th Avenue, New York, NY 10011",bar,1980,1992,Manhattan,yes
Reed's,"8 Christopher St, New York, NY 10014",bar/restaurant,1986,1992,Manhattan,yes
YMCA- William Sloane House,"356 W 34th St, New York, NY 10001",hotel,1930,1993,Manhattan,no
 Pyramid Bar,"101 Avenue A, New York, NY 10009",bar/club,1982,1993,Manhattan,yes
Rafiki,"170 Avenue A, New York, NY 10009",restaurant,1971,1993,Manhattan,yes
The Break,"232 8th Ave, New York, NY 10011",bar,1986,1993,Manhattan,yes
The Ballroom,"458 W Broadway, New York, NY 10012",restaurant,1980,1993,Manhattan,yes
One Potato,"518 Hudson St, New York, NY 10014",restaurant,1971,1993,Manhattan,yes
Hangout,"675 Hudson St, New York, NY 10014",bar/club,1986,1993,Manhattan,yes
After Five Plus,"5 Front St Brooklyn, NY 11201",bar,1986,1993,Brooklyn ,yes
Northern Men's Sauna,"137-08 Northern Blvd, Flushing, NY 11354",baths,1983,1994,Queens,no
Tiffany Restaurant,"222 West 4th Street, New York, NY 10014",restaurant,1964,1994,Manhattan,no
Twenty Nine Palms,"129 Lexington Ave, New York, NY 10016",bar/restaurant,1982,1994,Manhattan,yes
Waldo's,"151 Montague St Brooklyn, NY 11201",bar/restaurant,1986,1994,Brooklyn,yes
Spring Street Restaurant and Bar,"162 Spring St, New York, NY 10012",restaurant,1971,1994,Manhattan,yes
Rounds,"303 E 53rd St, New York, NY 10022",bar/restaurant,1979,1994,Manhattan,yes
Browne and Ferri,"396 Van Duzer St, Staten Island, NY 10304",bar/restaurant,1983,1995,Staten Island,no
Le Club,"416 E 55th St. New York, NY 10022",private-club/restaurant,1960,1995,Manhattan,no
Love Boat,"7702 Broadway Elmhurst, NY 11373",bar,1985,1995,Queens,no
Glory Hole,"130 11th Ave, New York, NY 10011",private-club,1970,1995,Manhattan,yes
Two Potato,"143 Christopher St, New York, NY 10014",bar,1983,1995,Manhattan,yes
Pegasus,"145 E 23rd St, New York, NY 10010",bar,1972,1995,Manhattan,yes
Selwyn,"229 W 42nd St, New York, NY 10036",theatre,1912,1995,Manhattan,yes
New David Cinema,"236 W 54th St, New York, NY 10019",cinema,1971,1995,Manhattan,yes
Chelsea Gym,"267 W 17th St, New York, NY 10011",gym,1982,1995,Manhattan,yes
D.T's a Fat Cat,"281 W 12th St, New York, NY 10014",bar/club,1988,1995,Manhattan,yes
Midtown Bookstore,"318 W 42nd St, New York, NY 10036",bookstore,1970,1995,Manhattan,yes
Star Sapphire,"400 E 59th St, New York, NY 10022",bar,1987,1995,Manhattan,yes
Tool Box,"507 West St, New York, NY 10014",bar,1971,1995,Manhattan,yes
Judith's Room,"681 Washington St, New York, NY 10014",bookstore,1989,1995,Manhattan,yes
Bar Room 432,"432 W 14th St, New York, NY 10014",bar,1990,1996,Manhattan,no
Café con Leche,"124 W 43rd St, New York, NY 10036",club,1993,1996,Manhattan,yes
Club Edelweiss,"167 W 29th St, New York, NY 10001",disco,1986,1996,Manhattan,yes
Uncle Charlie's Downtown,"56 Greenwich Ave, New York, NY 10011",bar,1980,1997,Manhattan,no
Eros Male Cinema,"732 8th Ave, New York, NY 10036",cinema,1969,1997,Manhattan,no
Tunnel,"116 1st Ave, New York, NY 10009 ",bar,1984,1997,Manhattan,yes
Trix,"234 W 50th St, New York, NY 10019",bar,1987,1997,Manhattan,yes
GH Club,"353 E 53rd St, New York, NY 10022",bar,1974,1997,Manhattan,yes
Five Oaks,"49 Grove St, New York, NY 10014",bar,1972,1997,Manhattan,yes
Uncle Charlie's Restaurant,"542 3rd Ave, New York, NY 10016",restaurant,1974,1997,Manhattan,yes
Cats  ,"730 8th Ave, New York, NY 10036",bar,1983,1997,Manhattan,yes
Breadstix,"113-24 Queens Blvd Forest Hills, NY 11375",bar/restaurant,1982,1998,Queens,yes
Ty's,"114 Christopher St, New York, NY 10014",bar,1972,1998,Manhattan,yes
Spike Bar,"120 11th Ave, New York, NY 10011",bar/backroom,1972,1998,Manhattan,yes
Hatfield's,"126- 10 Queens Blvd Richmond Hill, NY 11418",bar/disco,1984,1998,Queens,yes
The Dugout on Christopher,"185 Christopher St, New York, NY 10014",bar,1986,1998,Manhattan,yes
Crazy Nanny's,"21 7th Ave S, New York, NY 10014",bar/club,1986,1998,Manhattan,yes
Tiffany II Restaurant,"222 West 4th Street, New York, NY 10014",restaurant,1995,1998,Manhattan,yes
Brandy's Piano Bar,"235 E 84th St, New York, NY 10028",bar,1982,1998,Manhattan,yes
Townhouse,"236 E 58th St, New York, NY 10022",bar,1986,1998,Manhattan,yes
Escuelita,"301 W 39th St, New York, NY 10018",disco,1970,1998,Manhattan,yes
Candle Bar,"309 10th Ave, New York, NY 10001",bar,1982,1998,Manhattan,yes
Keller's,"384 West St, New York, NY 10014",bar,1968,1998,Manhattan,yes
Sneakers,"392 West St, New York, NY 10014",bar,1980,1998,Manhattan,yes
The Works,"428 Columbus Ave, New York, NY 10024",bar,1982,1998,Manhattan,yes
Splash,"50 W. 17th St, New York, NY 10011",bar/club,1991,2013,Manhattan,no
Rose's Turn,"55 Grove St, New York, NY 10014",bar/club,1986,1998,Manhattan,yes
Dakota,"550 3rd Ave, New York, NY 10016",bar,1980,1998,Manhattan,yes
The Bar ,"68 2nd Ave, New York, NY 10003",bar,1980,1998,Manhattan,yes
Magic Touch,"73-13 37th Rd Jackson Heights, NY 11372",bar/disco,1982,1998,Queens,yes
Pieces,"8 Christopher St, New York, NY 10014",bar,1993,1998,Manhattan,yes
Monster,"80 Grove St, New York, NY 10014",restaurant,1983,1998,Manhattan,yes
Krash,"34-48 Steinway St, Astoria, NY 11101",club,1996,1998,Queens ,yes
Eighty Eight's,"228 W 10th St, New York, NY 10014",bar/restaurant,1988,1999,Manhattan,no
Tom Cat Book Store,"38 W 28th St, New York, NY 10001",bookstore,1980,1999,Manhattan,yes
Club Expo/Kit Kat Klub,"124 W 43rd St, New York, NY 10036",club,1990,1999,Manhattan,yes
Cruising Spot,"1000 5th Ave, New York, NY 10028",cruising,1960,2000,Manhattan,yes
Cruising Spot,"106-21 68th Ave, Queens, NY 11375",cruising,1960,2000,Queens,yes
Cruising Spot,"115-98 Park Ln S, Jamaica, NY 11418",cruising,1960,2000,Queens,yes
Cameo Theatre,"128 W 44th St, New York, NY 10036",cruising,1960,2000,Manhattan,yes
Cruising Spot,"1471 Broadway, New York, NY 10036",cruising,1960,2000,Manhattan,yes
Cruising Spot,"225 W 42nd St, New York, NY 10036",cruising,1960,2000,Manhattan,yes
Metropolitan Theatre,"235 E 14th St, New York, NY 10003",cruising,1960,2000,Manhattan,yes
Brooklyn College,"2900 Bedford Avenue Brooklyn, NY 11210",cruising,1960,2000,Brooklyn,yes
Cruising Spot (subway stations) (PENN STATION ADDRESS),"390 7th Ave., New York, NY 10001",cruising,1960,2000,Manhattan,yes
Automat,"40 W 57th St, New York, NY 10019",cruising,1960,2000,Manhattan,yes
Macy's,"450 7th Ave, New York, NY 10123",cruising,1960,2000,Manhattan,yes
Tunnel cruising spot,"547 W 20th St, New York, NY 10011",cruising,1960,2000,Manhattan,yes
Bloomingdale's,"59th Street and, 1000 Third Avenue, Lexington Ave, New York, NY 10022",cruising,1960,2000,Manhattan,yes
Bus Station,"628 8th Ave, New York, NY 10018",cruising,1960,2000,Manhattan,yes
New School,"66 West 12th Street, New York, NY 10011",cruising,1960,2000,Manhattan,yes
Cruising Spot,"68-12 37th Rd, Woodside, NY 11377",cruising,1960,2000,Queens,yes
Cruising Spot,"6th Ave & Greenwich Ave, New York, NY 10011",cruising,1960,2000,Manhattan,yes
Cruising Spot,"915 3rd Ave, New York, NY 10022",cruising,1960,2000,Manhattan,yes
Cruising Spot,"Bleecker St & Hudson St, New York, NY 10014",cruising,1960,2000,Manhattan,yes
Cruising Spot,"Christopher St & West St, New York, NY 10014",cruising,1960,2000,Manhattan,yes
Cruising Spot,"E 70th St & Third Avenue, New York, NY  10021",cruising,1960,2000,Manhattan,yes
Riverside Park,"R25M+R3, New York, NY 10025",cruising,1960,2000,Manhattan,yes
Bryant Park,"W 42nd St & 5th AveNew York, NY 10036",cruising,1960,2000,Manhattan,yes
Cruising Spot,"W 75th St & Amsterdam Ave, New York, NY  10023",cruising,1960,2000,Manhattan,yes
Cruising Spot,"W 77th St & Central Park W, New York, NY  10024",cruising,1960,2000,Manhattan,yes
Life,"158 Bleecker St, New York, NY 10012",club,1996,2000,Manhattan,yes
A Different Light,"548 Hudson St, New York, NY 10014",bookstore,1983,2001,Manhattan,no
Greenwich Village Waterfront,"393 West St, New York, NY 10014",cruising,1914,2001,Manhattan,yes
Twilo,"530 W 27th St, New York, NY 10001",club,1995,2001,Manhattan,yes
Ninth Circle,"169 W 10th St, New York, NY 10014",bar/restaurant,1962,2002,Manhattan,yes
Mt. Morris Baths,"28 W 125th St, New York, NY 10027",baths,1920,2003,Manhattan,yes
Wall Street Sauna,"1 Maiden Ln, New York, NY 10038",baths,1974,2004,Manhattan,no
Meow Mix,"269 E Houston St, New York, NY 10002",club,1996,2004,Manhattan,no
Vinyl,"6 Hubert St, New York, NY 10013",club,1995,2004,Manhattan,yes
Leather Loft,"313 Amsterdam Ave, New York, NY 10023",gay-department-store,1980,2005,Manhattan,yes
Chez Michallet,"90 Bedford St, New York, NY 10014",restaurant,1988,2005,Manhattan,yes
Sazerac House,"533 Hudson St, New York, NY 10014",restaurant,1965,2006,Manhattan,no
Grand Sea Palace,"346 W 46th St, New York, NY 10036",restaurant,1985,2007,Manhattan,no
Limelight,"47 W 20th St, New York, NY 10011",disco,1983,2007,Manhattan,no
Roxy,"515 W 18th St, New York, NY 10011",disco,1978,2007,Manhattan,no
The Noose,"261 W 19th St, New York, NY 10011",erotica,1970,2007,Manhattan,yes
Oscar Wilde Memorial Book Store,"15 Christopher St, New York, NY 10014",bookstore,1967,2009,Manhattan,no
Christopher Street Book Shop,"500 Hudson St, New York, NY 10014",bookstore,1967,2009,Manhattan,no
Starlite Lounge,"1084 Bergen St, Brooklyn, NY 11216",bar,1962,2010,Brooklyn,no
"South Beach, Franklin D. Roosevelt Boardwalk & Parking Lots","642 Father Capodanno Blvd, Staten Island, NY 10305",cruising,1960,2010,Staten Island,no
Don Hill's,"511 Greenwich StNew York, NY 10013",club,1993,2011,Manhattan,yes
Rawhide,"212 8th Ave, New York, NY 10011",bar,1979,2013,Manhattan,yes
Boots and Saddle,"100a 7th Ave S, New York, NY 10014",bar,1974,2015,Manhattan,no
Ruby Foo,"240 W 52nd St, New York, NY 10019",bar,1972,2015,Manhattan,yes
Bum Bum Bar,"63-14 Roosevelt Ave, Flushing, NY 11377",bar,1990,2019,Queens,no
Colonial House Inn,"318 W 22nd St, New York, NY 10011",hotel,1985,2021,Manhattan,yes
Earle Hotel,"103 Waverly Pl, New York, NY 10011",hotel,1902,2025,Manhattan,no
The Eagle,"142 11th Ave, New York, NY 10011",bar,1970,2025,Manhattan,no
Empire Diner,"154 11th Ave, New York, NY 10011",restaurant,1976,2025,Manhattan,no
Riis Park Beach,"157 Rockaway Beach Blvd, Rockaway Park, NY 11694",cruising,1940,2025,Queens,no
Julius',"159 W 10th St, New York, NY 10014",bar,1930,2025,Manhattan,no
Ye Waverly Inn,"16 Bank St, New York, NY 10014",restaurant,1920,2025,Manhattan,no
Community Book Stores,"162 Montague St, Brooklyn, NY 11201",bookstore,1971,2025,Brooklyn,no
"One If By Land, Two If By Sea","17 Barrow St, New York, NY 10014",restaurant,1973,2025,Manhattan,no
SOB's,"204 Varick St, New York, NY 10014",restaurant,1982,2025,Manhattan,no
The Townhouse Restaurant,"206 E 58th St, New York, NY 10022",restaurant,1989,2025,Manhattan,no
Amsterdam,"214 W 42nd St, New York, NY 10036",theatre,1903,2025,Manhattan,no
Eastside Sauna,"227 E 56th St, New York, NY 10022",baths,1976,2025,Manhattan,no
Cubbyhole,"281 W 12th St, New York, NY 10014",bar,1994,2025,Manhattan,no
Incentra Village House,"32 8th Ave, New York, NY 10014",hotel,1841,2025,Manhattan,no
Don't Tell Mama,"343 W 46th St, New York, NY 10036",restaurant,1982,2025,Manhattan,no
Junior's,"386 Flatbush Avenue EXT, Brooklyn, New York 11201",restaurant,1950,2025,Brooklyn,no
Henrietta Hudson,"438-444 Hudson St, New York, NY 10014",bar,1991,2025,Manhattan,no
YMCA- West Side Branch,"5 W 63rd St, New York, NY 10023",hotel,1896,2025,Manhattan,no
Marlton Hotel,"5 W 8th St, New York, NY 10011",hotel,1900,2025,Manhattan,no
Marie's Crisis,"59 Grove St, New York, NY 10014",bar,1929,2025,Manhattan,no
Friend's Tavern,"78-11 Roosevelt Ave, Jackson Heights, NY 11372",bar,1989,2025,Queens ,no
Fanelli's,"94 Prince St, New York, NY 10012",restaurant,1922,2025,Manhattan,no
Albert Hotel,"23 E 10th St, New York, NY 10003",hotel,1886,2025,Manhattan,yes
Beekman Place Park/River,"3 Mitchell Pl, New York, NY 10017",cruising,1942,2025,Manhattan,yes
Chelsea Pines Inn,"317 W 14th St, New York, NY 10014",hotel,1985,2025,Manhattan,yes
Chelsea Mews Guest House,"344 W 15th St, New York, NY 10011",hotel,1941,2025,Manhattan,yes
The Stone Wall,"53 Christopher St, New York, NY 10014",bar,1967,2025,Manhattan,yes
Leather Man,"85 Christopher St, New York, NY 10014",sex-shop,1965,2025,Manhattan,yes
Central Park,"Central Park, New York, NY  10028",cruising ,1890,2025,Manhattan,yes
Orchard Beach,"Orchard Beach Cir, City Island Rd, Bronx, NY 10464",cruising,1940,2025,Bronx,yes
60-05 Club,"60-5 Metropolitan Ave Ridgewood, NY 11385",bar,1971,1972,Queens,yes
Applause,"360 Lexington Ave, New York, NY 10017",restaurant,1979,1980,Manhattan,yes
Barrel Inn,"568 9th Ave, New York, NY 10036",bar,1971,1972,Manhattan,yes
Beau Geste,"239 3rd Ave, New York, NY 10003",bar/restaurant,1972,1981,Manhattan,yes
Belly Button,"68 Greenwich Ave, New York, NY 10011",restaurant,1973,1975,Manhattan,yes
"Benton-Smith, Ltd","56 E Mt Eden Ave, Bronx, NY 10452",disco,1979,1980,Bronx,yes
Bonampak Mexican Restaurant,"235 E 53rd St, New York, NY 10022",bar/restaurant,1982,1986,Manhattan,yes
Britt Top,"1716 2nd Ave, New York, NY 10128",bar,1972,1973,Manhattan,yes
Brother Moe's,"1643 1st Ave, New York, NY 10028",bar/restaurant,1971,1972,Manhattan,yes
Bull Feathers,"1716 2nd Ave, New York, NY 10128",bar,1971,1972,Manhattan,yes
Camp David,"1007 Lexington Ave, New York, NY 10021",bar,1974,1975,Manhattan,yes
Casa Laredo,"551 Hudson St, New York, NY 10014",restaurant,1973,1975,Manhattan,yes
Cats Too,"232 W 48th St, New York, NY 10036",bar/club,1986,1990,Manhattan,yes
Chairman,"360 Lexington Ave, New York, NY 10017",bar,1974,1975,Manhattan,yes
Danny's Bar In The Hideaway Motel,"500 W 14th St, New York, NY 10014",bar,1971,1972,Manhattan,yes
E & H Kast,"152 Spring St, New York, NY 10012",restaurant,1975,1979,Manhattan,yes
Gallery,"77 Christopher St, New York, NY 10014",restaurant,1973,1975,Manhattan,yes
Hip-A-Drome,"165 Avenue A, New York, NY 10009",bar/club,1971,1972,Manhattan,yes
II Gigolo,"78-17 Roosevelt Ave Flushing, NY 11372",bar/restaurant,1986,1988,Queens,yes
Iron Horse Pub,"189 7th Ave, Brooklyn, NY 11215",restaurant/cabaret,1980,1981,Brooklyn ,yes
Le Jules Verne,"189 W 10th St, New York, NY 10014",restaurant,1973,1975,Manhattan,yes
Lighthouse,"2160 Broadway, New York, NY 10023",bar,1971,1972,Manhattan,yes
Luizzi's,"180 Prince St, New York, NY 10012",restaurant,1975,1979,Manhattan,yes
Main Man ,"305 Columbus Ave, New York, NY 10023",bar,1980,1981,Manhattan,yes
Mark East,"313 E 46th St, New York, NY 10017",bar,1971,1972,Manhattan,yes
Max Seafood Restaurant,"305 West End Ave, New York, NY 10023",restaurant,1986,1990,Manhattan,yes
Monte's of Henry Street,"404 Henry St Brooklyn, NY 11201",bar,1973,1974,Brooklyn,yes
Pepy's Place,"153 W 48th St, New York, NY 10036",bar/restaurant,1971,1972,Manhattan,yes
Pier Nine,"215 2nd Ave, New York, NY 10003",restaurant,1986,1990,Manhattan,yes
Potbelly Stove,"94 Christopher St, New York, NY 10014",bar/restaurant,1986,1990,Manhattan,yes
Pub Society,"1694 2nd Ave, New York, NY 10128",bar/restaurant,1971,1972,Manhattan,yes
Red Rooster,"2374 7th Ave, New York, NY 10030",bar/club,1987,1991,Manhattan,yes
Rex Café Expresso,"161 Prince St, New York, NY 10012",restaurant/café,1975,1979,Manhattan,yes
Rosalie's,"531 Hudson St, New York, NY 10014",restaurant,1986,1990,Manhattan,yes
Show Place,"146 W 4th St, New York, NY 10012",bar,1971,1972,Manhattan,yes
Silhouette,"53 W 19th St, New York, NY 10011",restaurant,1979,1981,Manhattan,yes
Silver Dollar,"163 Christopher St, New York, NY 10014",restaurant,1973,1975,Manhattan,yes
Soundscape,"500 W 52nd St, New York, NY 10019",disco,1982,1983,Manhattan,yes
Sparky's,"130-4 Atlantic Ave, South Richmond Hill, NY 11419",bar,1980,1981,Queens ,yes
Spectrum,"802 64th St Brooklyn, NY 11220",bar/disco,1986,1998,Brooklyn,yes
Strap,"130 10th Ave, New York, NY 10011",backroom,1980,1981,Manhattan,yes
Sundowner's,"309 E 60th St, New York, NY 10022",bar/restaurant,1972,1973,Manhattan,yes
Tamburlane,"148 W 48th St, New York, NY 10036",bar/club,1971,1972,Manhattan,yes
The Barefoot Boy,"309 East 39th Street at Second Ave, New York, NY 10016",bar,1980,1981,Manhattan,yes
The New Camp,"311 E 60th St, New York, NY 10022",bar,1973,1974,Manhattan,yes
The Old Vic,"2nd Ave & E 59th St, New York, NY 10022",bar/club,1968,1972,Manhattan,yes
The Square Lemon,"135-06 Northern Blvd Flushing, NY 11354",bar,1973,1975,Queens,yes
Third Avenue El,"895 3rd Ave, New York, NY 10022",restaurant,1973,1975,Manhattan,yes
Tijuana Cat,"350 W 46th St, New York, NY 10036",bar,1972,1981,Manhattan,yes
Triangle Bar,"34 9th Ave, New York, NY 10014",bar,1971,1972,Manhattan,yes
Tropicalia,"1634 3rd Ave, New York, NY 10128",disco,1975,1979,Manhattan,yes
Turn Table,"114 W 45th St, New York, NY 10036",bar,1974,1975,Manhattan,yes
Uncle Paul's,"8 Christopher St, New York, NY 10014",bar,1979,1981,Manhattan,yes
Victor's Quarters,"84 2nd Ave, New York, NY 10003",bar,1971,1972,Manhattan,yes
Warehouse Pier 51,"324 Amsterdam Ave, New York, NY 10023",disco,1980,1981,Manhattan,yes
Willie's West Side,"224 W 82nd St, New York, NY 10024",bar,1971,1972,Manhattan,yes